StudentID,Age,Gender,Standard,AttendanceRate,AverageMarks,BehaviorIncidents,Extracurriculars,ParentEducationLevel,DropoutStatus
3805,13,M,8,0.66,75,6,2,Doctorate,0
3806,13,M,8,0.92,63,8,2,Doctorate,0
3807,14,M,9,0.82,81,7,0,HighSchool,0
3808,12,M,7,0.83,71,3,3,Master,0
3809,11,M,6,0.73,40,1,3,Doctorate,0
3810,13,M,8,0.75,92,3,0,Doctorate,0
3811,15,F,10,0.91,45,8,1,HighSchool,0
3812,15,M,10,0.81,84,6,3,Bachelor,0
3813,13,M,8,0.64,45,8,1,Doctorate,1
3814,14,F,9,0.97,94,5,3,Master,0
3815,14,F,9,0.81,68,0,3,Master,0
3816,15,M,10,0.83,49,2,2,Master,0
3817,13,M,8,0.93,84,3,3,MiddleSchool,0
3818,11,M,6,0.83,64,0,1,HighSchool,0
3819,12,F,7,0.82,95,6,4,Doctorate,0
3820,15,M,10,1.0,45,8,1,MiddleSchool,0
3821,13,F,8,0.82,48,8,0,Bachelor,0
3822,14,F,9,0.84,69,7,0,Bachelor,1
3823,14,M,9,0.94,70,0,4,Master,0
3824,12,M,7,0.91,88,7,4,MiddleSchool,0
3825,14,F,9,0.91,79,7,3,Master,0
3826,13,M,8,0.91,84,4,2,Bachelor,1
3827,12,F,7,0.65,40,3,3,Master,0
3828,13,F,8,0.98,49,4,2,Master,0
3829,12,M,7,0.93,62,1,4,Bachelor,0
3830,12,M,7,0.96,84,4,1,MiddleSchool,0
3831,11,M,6,0.62,41,4,1,Doctorate,0
3832,15,M,10,0.65,93,4,2,MiddleSchool,0
3833,12,M,7,0.6,67,2,4,Master,0
3834,15,M,10,0.63,74,1,3,Master,0
3835,15,F,10,0.98,84,8,0,Bachelor,0
3836,11,F,6,0.81,41,1,2,HighSchool,0
3837,13,M,8,0.88,44,6,0,MiddleSchool,1
3838,11,F,6,0.84,44,4,2,Doctorate,0
3839,13,F,8,0.63,65,4,1,Master,0
3840,11,M,6,0.68,78,1,3,Bachelor,1
3841,14,F,9,0.89,82,1,0,HighSchool,0
3842,13,M,8,0.64,66,4,2,Doctorate,0
3843,15,M,10,0.75,72,8,3,MiddleSchool,0
3844,13,F,8,0.66,57,5,3,MiddleSchool,1
3845,14,M,9,0.64,89,4,2,HighSchool,0
3846,13,M,8,0.9,74,6,3,HighSchool,0
3847,11,M,6,0.79,88,8,1,Doctorate,0
3848,11,M,6,0.75,88,3,1,HighSchool,0
3849,11,M,6,0.76,80,7,0,HighSchool,0
3850,12,F,7,0.88,59,3,4,Doctorate,0
3851,13,M,8,0.99,46,3,1,Doctorate,1
3852,13,F,8,0.84,66,1,1,Master,0
3853,12,M,7,0.75,74,5,3,Doctorate,1
3854,15,M,10,0.7,76,3,4,HighSchool,1
3855,13,F,8,0.98,59,4,3,Bachelor,0
3856,15,M,10,0.98,91,4,1,HighSchool,0
3857,14,M,9,0.83,93,7,0,Doctorate,0
3858,12,M,7,0.87,78,7,1,Doctorate,0
3859,14,M,9,0.62,79,3,3,Doctorate,1
3860,15,F,10,0.84,81,6,3,Doctorate,0
3861,13,F,8,0.67,43,6,1,HighSchool,0
3862,12,F,7,0.71,57,3,1,Bachelor,0
3863,15,M,10,0.88,41,2,2,MiddleSchool,0
3864,11,F,6,0.92,91,0,4,Bachelor,0
3865,15,M,10,0.76,93,2,1,Master,0
3866,11,M,6,0.77,78,4,4,HighSchool,0
3867,14,F,9,0.83,46,7,4,HighSchool,0
3868,13,F,8,0.9,42,6,1,MiddleSchool,0
3869,12,F,7,0.93,67,3,3,Doctorate,0
3870,15,F,10,0.93,92,8,4,Doctorate,0
3871,12,F,7,0.98,69,3,4,MiddleSchool,0
3872,14,M,9,0.74,49,2,2,HighSchool,1
3873,11,F,6,0.7,91,4,1,HighSchool,0
3874,13,F,8,0.79,61,7,3,Doctorate,0
3875,14,M,9,0.62,95,6,4,Master,0
3876,14,F,9,0.76,93,3,1,Master,0
3877,12,F,7,0.93,56,6,0,Master,1
3878,14,F,9,0.83,58,7,3,Doctorate,0
3879,13,F,8,0.97,92,5,2,HighSchool,0
3880,11,F,6,0.71,77,5,4,Master,0
3881,11,M,6,0.72,83,6,3,Master,1
3882,14,F,9,0.73,84,8,0,Bachelor,0
3883,13,M,8,0.95,49,0,1,Doctorate,0
3884,15,M,10,0.82,50,6,1,HighSchool,0
3885,12,M,7,0.83,85,8,1,Master,0
3886,11,M,6,0.9,92,1,2,Bachelor,0
3887,15,M,10,0.61,87,8,1,MiddleSchool,1
3888,13,F,8,0.81,50,1,2,Doctorate,0
3889,14,F,9,0.73,54,4,1,Master,0
3890,14,F,9,0.96,64,3,4,Master,0
3891,14,F,9,0.98,78,2,2,Bachelor,0
3892,12,M,7,0.6,71,8,4,Master,0
3893,12,M,7,0.92,48,8,2,MiddleSchool,1
3894,14,F,9,0.92,81,8,1,MiddleSchool,0
3895,15,F,10,0.67,83,8,4,Doctorate,0
3896,15,M,10,0.94,78,3,1,HighSchool,0
3897,14,F,9,0.71,87,6,1,MiddleSchool,0
3898,13,M,8,0.96,82,7,4,MiddleSchool,0
3899,14,F,9,0.63,86,6,4,Master,1
3900,13,F,8,0.68,48,8,0,Doctorate,0
3901,14,M,9,0.97,91,7,0,MiddleSchool,0
3902,15,M,10,0.96,49,4,0,MiddleSchool,1
3903,14,M,9,0.79,43,4,3,Master,0
3904,13,F,8,0.74,91,6,1,MiddleSchool,0
3905,14,M,9,0.84,93,1,4,MiddleSchool,0
3906,12,M,7,0.76,49,5,4,Doctorate,0
3907,15,M,10,0.63,47,2,4,MiddleSchool,0
3908,11,M,6,0.78,80,1,4,Master,1
3909,12,F,7,0.97,86,4,2,Bachelor,0
3910,13,M,8,0.81,40,5,2,MiddleSchool,1
3911,11,M,6,0.79,46,2,2,Bachelor,0
3912,13,M,8,0.89,94,8,4,HighSchool,0
3913,13,F,8,0.98,69,0,1,MiddleSchool,1
3914,11,F,6,0.88,95,5,4,MiddleSchool,0
3915,14,F,9,0.8,68,4,1,Doctorate,1
3916,12,M,7,0.73,92,2,4,MiddleSchool,0
3917,15,M,10,0.63,81,2,3,Master,0
3918,11,F,6,0.98,47,5,4,Master,0
3919,12,F,7,0.78,84,1,3,HighSchool,0
3920,11,M,6,0.81,93,2,1,Doctorate,0
3921,15,M,10,0.91,54,7,2,HighSchool,0
3922,14,F,9,0.94,79,1,1,MiddleSchool,0
3923,13,F,8,0.97,68,1,3,HighSchool,0
3924,15,F,10,0.83,81,0,3,MiddleSchool,0
3925,12,F,7,0.91,93,4,0,Bachelor,0
3926,11,M,6,1.0,92,8,3,Bachelor,0
3927,12,F,7,0.92,48,1,1,HighSchool,0
3928,14,F,9,0.9,89,3,4,Doctorate,0
3929,13,F,8,0.77,44,0,2,Master,0
3930,14,M,9,0.81,68,7,0,MiddleSchool,1
3931,11,M,6,0.78,63,5,1,HighSchool,0
3932,14,M,9,0.61,66,5,0,Bachelor,0
3933,13,M,8,0.68,81,4,3,Master,1
3934,15,F,10,0.61,88,7,0,Bachelor,0
3935,11,M,6,0.72,58,1,3,Master,0
3936,15,M,10,0.64,89,8,4,Doctorate,1
3937,11,M,6,0.75,53,2,4,Doctorate,0
3938,11,F,6,0.87,58,4,0,Doctorate,0
3939,11,F,6,0.64,77,0,4,Bachelor,0
3940,15,M,10,0.84,55,3,2,Master,0
3941,12,F,7,0.92,59,2,0,HighSchool,0
3942,12,F,7,0.99,51,0,3,HighSchool,0
3943,13,F,8,0.8,82,5,3,HighSchool,1
3944,12,M,7,0.61,44,0,2,Bachelor,0
3945,11,M,6,0.82,89,8,1,Doctorate,0
3946,12,M,7,0.65,47,4,2,Doctorate,1
3947,14,F,9,0.61,79,0,1,Doctorate,1
3948,14,M,9,0.61,84,8,1,Bachelor,1
3949,12,M,7,0.89,89,7,4,Bachelor,0
3950,13,M,8,0.71,40,8,3,Master,1
3951,15,F,10,0.97,81,1,1,Bachelor,0
3952,14,M,9,0.74,93,3,4,Bachelor,0
3953,12,M,7,0.97,61,5,4,MiddleSchool,0
3954,14,F,9,0.98,42,2,3,Bachelor,0
3955,11,F,6,0.95,69,8,4,Doctorate,0
3956,12,M,7,0.69,45,4,1,MiddleSchool,1
3957,11,M,6,0.69,67,7,1,HighSchool,1
3958,11,F,6,0.95,79,5,4,Master,0
3959,15,M,10,0.82,89,7,4,MiddleSchool,0
3960,13,M,8,0.61,40,1,0,Doctorate,0
3961,15,M,10,0.77,74,0,2,HighSchool,0
3962,13,M,8,0.68,66,1,0,Bachelor,0
3963,12,F,7,0.95,90,6,4,HighSchool,1
3964,14,F,9,0.9,49,6,1,Bachelor,1
3965,13,F,8,0.99,48,3,0,MiddleSchool,0
3966,13,M,8,0.73,49,0,0,Doctorate,0
3967,14,F,9,0.77,74,2,3,MiddleSchool,0
3968,14,M,9,0.97,95,6,1,MiddleSchool,1
3969,12,M,7,0.82,41,1,2,Doctorate,0
3970,11,F,6,0.8,56,1,0,Master,0
3971,14,F,9,0.94,46,6,1,Master,0
3972,15,M,10,0.61,81,8,1,Master,0
3973,12,F,7,0.61,78,6,4,Bachelor,0
3974,11,M,6,0.93,89,3,3,Doctorate,0
3975,15,M,10,0.85,58,2,1,MiddleSchool,0
3976,15,F,10,0.63,52,8,3,Master,0
3977,15,M,10,0.62,43,5,1,Doctorate,0
3978,14,M,9,0.89,54,0,4,HighSchool,0
3979,14,F,9,0.99,50,2,1,MiddleSchool,0
3980,11,M,6,0.74,44,0,0,Bachelor,0
3981,11,M,6,0.76,46,1,3,Doctorate,1
3982,13,M,8,0.81,80,8,2,HighSchool,1
3983,14,F,9,0.82,53,1,3,HighSchool,1
3984,13,F,8,0.9,59,5,4,Doctorate,0
3985,14,M,9,0.72,77,0,1,Bachelor,1
3986,15,F,10,0.93,65,2,2,MiddleSchool,0
3987,13,F,8,0.82,82,6,0,MiddleSchool,1
3988,13,M,8,0.74,52,5,2,Master,0
3989,11,M,6,0.65,84,5,0,MiddleSchool,0
3990,15,M,10,0.85,51,8,2,Doctorate,0
3991,14,F,9,0.73,88,1,1,HighSchool,0
3992,14,M,9,0.98,64,7,4,Doctorate,0
3993,14,M,9,0.82,69,6,2,Master,0
3994,14,F,9,0.85,76,1,3,Master,0
3995,15,M,10,0.78,77,8,3,Doctorate,0
3996,11,M,6,0.78,89,8,1,Master,1
3997,12,M,7,0.72,52,0,1,Bachelor,1
3998,15,F,10,0.84,52,6,2,Bachelor,0
3999,12,F,7,0.82,82,4,1,MiddleSchool,1
4000,11,F,6,0.66,53,5,4,Doctorate,0
4001,13,M,8,0.83,76,6,2,Doctorate,1
4002,15,M,10,0.73,68,6,1,Bachelor,0
4003,13,M,8,0.91,74,3,2,Master,0
4004,15,M,10,1.0,53,8,0,MiddleSchool,0
4005,15,M,10,0.69,82,0,0,MiddleSchool,0
4006,15,F,10,0.93,82,2,2,MiddleSchool,0
4007,13,M,8,0.95,61,1,1,Bachelor,1
4008,11,M,6,0.83,85,7,2,HighSchool,0
4009,15,F,10,0.92,57,1,3,HighSchool,0
4010,14,F,9,0.83,85,4,2,Doctorate,1
4011,13,F,8,0.86,70,3,4,Bachelor,1
4012,15,F,10,0.95,42,2,3,HighSchool,1
4013,11,F,6,0.6,46,8,4,HighSchool,0
4014,12,M,7,0.79,48,5,4,Bachelor,1
4015,15,M,10,0.87,72,6,2,HighSchool,0
4016,11,M,6,0.98,95,3,3,Bachelor,0
4017,14,M,9,0.77,74,2,3,Bachelor,0
4018,11,M,6,0.63,56,3,1,Doctorate,0
4019,15,M,10,0.65,83,7,3,Doctorate,1
4020,11,F,6,0.96,52,3,2,HighSchool,0
4021,14,M,9,0.89,69,8,3,MiddleSchool,0
4022,13,F,8,0.64,93,0,3,Doctorate,0
4023,14,M,9,0.64,69,8,4,Bachelor,1
4024,14,M,9,0.9,50,6,0,Bachelor,1
4025,12,F,7,0.96,46,2,1,Bachelor,0
4026,13,M,8,0.62,80,5,0,HighSchool,1
4027,14,F,9,0.85,63,0,0,HighSchool,0
4028,12,M,7,0.77,51,0,3,MiddleSchool,0
4029,15,M,10,0.99,51,0,2,Bachelor,0
4030,15,M,10,0.9,87,5,4,HighSchool,0
4031,15,F,10,0.94,40,0,2,Bachelor,1
4032,12,M,7,0.65,62,4,4,Doctorate,1
4033,12,F,7,0.75,78,2,2,Master,0
4034,15,F,10,1.0,59,2,3,HighSchool,1
4035,11,M,6,0.65,45,0,4,Master,1
4036,15,F,10,0.83,66,5,4,MiddleSchool,1
4037,11,M,6,0.76,88,3,3,Doctorate,0
4038,12,M,7,0.83,84,2,1,Bachelor,0
4039,14,F,9,1.0,47,6,0,Doctorate,0
4040,15,F,10,0.84,44,6,2,Doctorate,0
4041,12,M,7,1.0,41,1,1,MiddleSchool,0
4042,12,F,7,1.0,68,1,2,HighSchool,0
4043,12,F,7,0.7,41,4,2,MiddleSchool,1
4044,12,M,7,0.93,50,4,0,Bachelor,1
4045,14,F,9,0.98,66,3,3,Bachelor,0
4046,15,M,10,0.95,76,7,3,HighSchool,1
4047,14,M,9,0.99,57,4,0,Master,0
4048,13,F,8,0.63,93,8,1,HighSchool,0
4049,13,M,8,0.6,43,6,2,Bachelor,0
4050,13,M,8,0.86,73,4,3,Master,0
4051,14,F,9,0.91,48,1,2,Master,0
4052,14,M,9,0.8,90,0,4,Master,0
4053,12,F,7,0.81,58,5,4,HighSchool,0
4054,15,M,10,0.84,57,4,2,Doctorate,0
4055,12,F,7,0.87,42,7,3,MiddleSchool,0
4056,11,M,6,0.96,61,2,3,Bachelor,0
4057,14,F,9,0.92,60,2,0,Doctorate,0
4058,15,F,10,0.79,95,4,4,HighSchool,0
4059,13,M,8,0.75,48,0,0,MiddleSchool,1
4060,14,M,9,0.89,70,6,1,HighSchool,0
4061,15,F,10,0.99,75,3,2,Doctorate,1
4062,13,M,8,0.8,82,2,4,Master,1
4063,15,F,10,0.91,53,7,4,Master,0
4064,12,M,7,0.95,81,1,1,Master,0
4065,13,M,8,0.64,49,1,0,Bachelor,1
4066,11,F,6,0.99,93,1,2,Master,0
4067,13,F,8,0.78,81,5,1,MiddleSchool,0
4068,13,F,8,0.74,91,6,3,Master,1
4069,13,M,8,0.95,48,4,0,HighSchool,0
4070,11,F,6,0.87,40,6,1,Doctorate,1
4071,11,M,6,0.85,66,8,2,Bachelor,1
4072,13,M,8,0.65,79,6,3,MiddleSchool,0
4073,14,M,9,0.96,58,6,4,MiddleSchool,1
4074,14,M,9,0.88,82,8,1,Bachelor,1
4075,15,F,10,0.77,64,0,2,Master,0
4076,11,F,6,0.72,57,3,3,Doctorate,0
4077,11,F,6,0.98,75,3,3,HighSchool,0
4078,13,F,8,0.74,68,0,1,MiddleSchool,0
4079,15,F,10,0.94,61,3,1,MiddleSchool,0
4080,13,M,8,0.92,65,7,2,Master,0
4081,14,F,9,0.66,54,7,0,MiddleSchool,1
4082,13,F,8,0.81,77,4,3,Master,0
4083,11,M,6,0.64,51,8,0,MiddleSchool,1
4084,15,M,10,0.8,91,4,1,Doctorate,0
4085,15,M,10,0.97,88,4,0,HighSchool,0
4086,11,F,6,0.85,53,2,4,HighSchool,0
4087,15,F,10,0.68,93,7,2,Bachelor,0
4088,11,F,6,0.97,92,4,3,HighSchool,0
4089,15,F,10,0.67,44,6,4,HighSchool,0
4090,12,F,7,0.67,87,2,4,HighSchool,0
4091,15,M,10,0.91,74,8,2,MiddleSchool,1
4092,15,F,10,0.98,85,7,3,Master,0
4093,13,F,8,0.68,64,5,4,Doctorate,1
4094,14,F,9,0.66,87,3,0,Master,0
4095,12,F,7,0.75,55,0,4,MiddleSchool,1
4096,12,F,7,0.85,86,3,4,Doctorate,0
4097,11,M,6,0.6,75,7,1,Bachelor,1
4098,15,F,10,0.75,82,5,2,Master,1
4099,13,M,8,0.67,55,2,1,Doctorate,0
4100,11,M,6,0.71,91,5,2,HighSchool,0
4101,13,M,8,0.76,50,5,0,HighSchool,0
4102,15,F,10,0.79,68,3,1,MiddleSchool,0
4103,13,M,8,0.78,60,5,0,MiddleSchool,1
4104,12,M,7,0.76,52,7,0,MiddleSchool,0
4105,13,F,8,0.62,63,0,4,HighSchool,0
4106,15,M,10,0.89,47,7,2,Master,0
4107,13,F,8,0.99,52,8,2,Master,0
4108,13,M,8,0.97,67,5,3,Master,0
4109,15,M,10,0.67,46,7,3,Doctorate,0
4110,14,M,9,0.66,84,0,0,Doctorate,0
4111,11,M,6,0.77,86,7,2,MiddleSchool,0
4112,12,M,7,0.78,75,5,2,Bachelor,0
4113,15,M,10,0.61,88,4,0,MiddleSchool,1
4114,12,F,7,0.97,67,2,1,Master,0
4115,14,M,9,0.71,72,5,3,MiddleSchool,1
4116,13,M,8,0.93,45,8,1,Bachelor,0
4117,15,M,10,0.61,87,8,2,Doctorate,0
4118,13,F,8,0.94,42,8,1,Doctorate,1
4119,12,F,7,0.8,49,1,1,Master,0
4120,13,M,8,0.92,76,7,0,Master,0
4121,12,M,7,0.77,80,1,4,Master,0
4122,15,F,10,0.82,63,3,4,Doctorate,0
4123,15,M,10,0.65,67,2,1,Master,0
4124,15,M,10,0.79,91,7,3,MiddleSchool,0
4125,14,F,9,0.72,63,3,4,HighSchool,1
4126,14,M,9,0.95,93,5,0,Bachelor,0
4127,12,M,7,0.69,62,0,0,HighSchool,0
4128,13,F,8,0.94,51,2,2,Master,0
4129,12,F,7,0.85,84,7,1,Bachelor,0
4130,11,M,6,0.77,67,8,2,MiddleSchool,0
4131,14,F,9,0.87,85,0,2,Master,0
4132,13,F,8,0.97,91,1,4,Master,0
4133,15,F,10,0.78,89,4,4,Master,0
4134,12,M,7,0.67,80,6,4,Master,0
4135,13,F,8,0.89,43,5,0,Doctorate,0
4136,11,F,6,0.98,94,2,4,MiddleSchool,0
4137,11,M,6,0.91,72,1,3,HighSchool,0
4138,11,M,6,0.9,42,1,4,MiddleSchool,1
4139,13,M,8,0.78,53,2,0,HighSchool,0
4140,14,M,9,0.92,64,3,4,HighSchool,0
4141,15,F,10,0.61,76,2,0,Master,0
4142,11,F,6,0.77,89,7,1,Doctorate,0
4143,13,F,8,0.72,56,7,2,Doctorate,0
4144,13,M,8,0.92,88,0,3,Master,0
4145,11,M,6,0.74,76,5,3,Doctorate,0
4146,14,F,9,0.99,69,4,4,MiddleSchool,0
4147,11,M,6,0.81,64,0,0,HighSchool,0
4148,13,F,8,0.75,65,2,3,MiddleSchool,0
4149,14,F,9,0.78,60,1,3,MiddleSchool,0
4150,15,M,10,0.6,43,4,4,Doctorate,0
4151,12,M,7,0.67,40,3,2,Master,0
4152,13,F,8,0.86,71,2,0,Master,0
4153,14,M,9,0.83,93,1,2,HighSchool,1
4154,11,F,6,0.83,89,2,0,Doctorate,0
4155,15,M,10,0.82,50,3,1,MiddleSchool,0
4156,14,F,9,0.63,62,0,1,MiddleSchool,0
4157,12,M,7,0.69,63,0,2,Doctorate,0
4158,12,F,7,0.84,48,6,4,Bachelor,0
4159,13,M,8,0.71,61,3,4,Doctorate,0
4160,12,M,7,0.98,77,4,0,Master,0
4161,14,M,9,0.96,71,3,3,Master,0
4162,12,F,7,0.89,70,8,2,Bachelor,0
4163,15,F,10,0.8,58,3,0,Bachelor,0
4164,12,F,7,0.97,49,6,3,Bachelor,0
4165,15,M,10,0.74,81,4,3,Doctorate,0
4166,12,F,7,0.64,65,2,4,Bachelor,1
4167,13,M,8,0.79,86,6,4,Master,0
4168,11,M,6,0.84,64,6,0,Master,0
4169,12,M,7,0.77,86,2,0,HighSchool,1
4170,13,M,8,0.98,79,4,1,HighSchool,1
4171,13,F,8,0.9,55,5,4,MiddleSchool,0
4172,15,M,10,0.69,81,0,1,Master,0
4173,12,M,7,0.64,73,4,2,HighSchool,1
4174,14,M,9,0.81,89,0,4,MiddleSchool,0
4175,13,F,8,0.91,76,1,3,Master,0
4176,13,F,8,0.81,74,6,1,MiddleSchool,1
4177,14,M,9,0.63,49,4,2,Master,1
4178,12,M,7,0.72,43,6,1,Doctorate,0
4179,11,F,6,0.61,65,2,0,Bachelor,1
4180,12,F,7,0.63,46,5,1,Doctorate,0
4181,11,M,6,0.71,79,6,4,Bachelor,0
4182,15,M,10,0.96,49,4,0,Bachelor,1
4183,15,F,10,0.92,79,7,3,Doctorate,0
4184,12,F,7,0.66,43,0,0,Doctorate,0
4185,13,M,8,0.83,84,8,3,Doctorate,0
4186,15,M,10,0.77,73,3,2,HighSchool,0
4187,15,M,10,0.61,54,2,4,Master,0
4188,12,F,7,0.85,56,3,4,MiddleSchool,0
4189,12,F,7,0.93,75,3,2,Bachelor,0
4190,12,M,7,0.64,83,2,0,MiddleSchool,0
4191,12,F,7,0.85,60,4,1,HighSchool,1
4192,15,M,10,0.79,69,2,0,Doctorate,0
4193,11,F,6,0.87,88,6,1,Master,1
4194,14,F,9,0.65,53,7,4,Doctorate,1
4195,13,F,8,0.97,63,3,1,MiddleSchool,0
4196,14,F,9,0.88,75,1,4,Bachelor,0
4197,14,F,9,0.84,65,3,2,Bachelor,0
4198,14,M,9,0.87,88,5,4,Master,0
4199,13,M,8,0.86,95,6,0,Doctorate,0
4200,12,M,7,0.6,85,4,1,MiddleSchool,1
4201,11,F,6,0.97,48,4,2,Bachelor,0
4202,13,F,8,0.97,53,0,0,MiddleSchool,0
4203,14,F,9,0.98,42,5,4,HighSchool,0
4204,12,M,7,0.61,57,0,3,Master,0
4205,11,M,6,0.76,64,2,0,MiddleSchool,1
4206,14,M,9,0.81,69,2,4,MiddleSchool,0
4207,12,M,7,0.69,65,3,3,MiddleSchool,0
4208,13,M,8,0.91,40,6,4,HighSchool,0
4209,15,F,10,0.99,63,6,2,HighSchool,0
4210,13,M,8,0.91,75,0,4,Master,0
4211,11,F,6,0.86,55,5,2,Doctorate,1
4212,14,M,9,0.61,60,4,0,MiddleSchool,1
4213,15,M,10,0.79,77,8,3,HighSchool,0
4214,13,M,8,0.8,67,7,2,Doctorate,1
4215,13,M,8,0.79,43,1,0,Bachelor,0
4216,15,F,10,0.83,62,4,3,Master,0
4217,12,M,7,0.78,78,7,0,HighSchool,0
4218,11,F,6,0.62,73,0,0,Doctorate,1
4219,12,M,7,0.81,65,8,4,MiddleSchool,0
4220,12,F,7,0.79,76,1,3,Bachelor,0
4221,11,M,6,1.0,43,0,1,Master,1
4222,12,M,7,0.67,45,5,1,Doctorate,0
4223,13,F,8,0.98,80,3,2,HighSchool,0
4224,13,F,8,0.68,80,4,2,Master,0
4225,13,F,8,0.64,92,3,4,HighSchool,0
4226,11,M,6,0.77,60,7,0,Bachelor,1
4227,14,F,9,0.76,41,5,3,Master,0
4228,14,M,9,0.95,77,7,2,Master,1
4229,13,M,8,0.61,54,4,1,Bachelor,0
4230,13,M,8,0.93,93,6,3,Doctorate,1
4231,13,F,8,0.76,90,4,0,HighSchool,0
4232,12,F,7,0.91,55,6,2,HighSchool,1
4233,14,M,9,0.98,80,7,0,Doctorate,1
4234,12,F,7,0.67,45,4,0,Doctorate,0
4235,12,F,7,0.73,52,6,3,Bachelor,1
4236,13,F,8,0.63,74,0,2,Doctorate,0
4237,15,F,10,0.84,50,7,3,Bachelor,0
4238,12,F,7,0.98,44,5,1,HighSchool,1
4239,15,F,10,0.75,56,7,1,Doctorate,0
4240,14,M,9,0.67,46,4,1,Bachelor,0
4241,13,M,8,0.9,95,8,2,Master,0
4242,11,M,6,0.7,44,2,0,Master,0
4243,12,M,7,0.84,90,8,0,MiddleSchool,1
4244,14,F,9,0.72,77,0,4,Bachelor,0
4245,12,F,7,0.8,75,3,2,HighSchool,1
4246,14,F,9,0.79,52,0,2,HighSchool,0
4247,12,M,7,0.85,95,7,0,Bachelor,0
4248,14,F,9,0.91,48,7,0,HighSchool,0
4249,14,M,9,0.86,80,5,2,Doctorate,0
4250,14,F,9,0.79,40,6,4,Doctorate,0
4251,15,M,10,0.85,74,4,0,HighSchool,0
4252,13,F,8,0.63,62,1,0,Bachelor,0
4253,12,F,7,0.94,93,0,0,Doctorate,0
4254,14,M,9,0.61,73,1,4,HighSchool,1
4255,12,F,7,0.77,62,5,0,Bachelor,0
4256,13,M,8,0.77,64,6,1,Bachelor,0
4257,11,F,6,0.77,79,4,2,Master,1
4258,15,F,10,0.73,71,5,0,Doctorate,0
4259,13,M,8,0.99,66,2,3,Master,0
4260,12,M,7,0.93,91,5,2,HighSchool,1
4261,13,F,8,0.87,81,8,0,HighSchool,0
4262,12,M,7,0.69,80,1,1,Doctorate,0
4263,14,F,9,0.97,76,4,1,Bachelor,0
4264,15,M,10,0.7,69,8,4,HighSchool,0
4265,14,M,9,0.82,82,7,1,Master,0
4266,13,M,8,0.66,89,8,4,Bachelor,0
4267,11,F,6,0.65,52,8,0,Doctorate,1
4268,15,F,10,0.84,90,6,3,Doctorate,0
4269,14,F,9,0.78,66,0,0,Doctorate,1
4270,15,M,10,0.62,78,8,2,Master,0
4271,11,M,6,0.7,46,0,4,Doctorate,0
4272,11,F,6,0.85,84,2,2,MiddleSchool,1
4273,12,M,7,0.87,76,1,3,Doctorate,0
4274,14,F,9,0.77,59,5,1,MiddleSchool,1
4275,11,M,6,0.91,56,4,4,Master,1
4276,14,F,9,0.93,55,2,4,MiddleSchool,0
4277,14,M,9,0.63,89,0,3,Master,0
4278,12,M,7,0.72,62,6,1,MiddleSchool,0
4279,11,M,6,0.79,68,3,0,HighSchool,0
4280,15,F,10,0.83,94,5,1,Master,1
4281,14,M,9,0.96,41,3,0,Doctorate,1
4282,14,M,9,0.98,51,0,0,MiddleSchool,0
4283,11,F,6,0.91,59,1,0,Bachelor,1
4284,12,F,7,0.95,91,2,0,MiddleSchool,0
4285,13,M,8,0.64,93,8,4,Master,0
4286,13,M,8,0.62,53,1,1,Doctorate,0
4287,12,M,7,0.82,85,6,3,MiddleSchool,0
4288,11,F,6,0.98,46,1,2,Master,1
4289,11,F,6,0.71,47,7,2,MiddleSchool,0
4290,15,F,10,0.91,66,2,3,Doctorate,0
4291,12,M,7,0.7,67,3,4,HighSchool,0
4292,14,F,9,0.96,58,3,0,Doctorate,0
4293,15,M,10,0.92,80,0,1,MiddleSchool,0
4294,13,F,8,0.67,68,7,4,HighSchool,0
4295,11,M,6,0.76,72,3,3,MiddleSchool,0
4296,13,M,8,0.68,84,7,1,MiddleSchool,0
4297,11,F,6,0.94,78,2,3,Bachelor,0
4298,15,M,10,0.99,71,5,2,Bachelor,0
4299,11,M,6,0.98,42,4,4,Doctorate,1
4300,12,F,7,0.66,60,3,1,Doctorate,0
4301,11,M,6,0.71,56,2,4,HighSchool,1
4302,12,F,7,0.71,56,4,4,Bachelor,1
4303,11,F,6,0.69,78,8,3,Doctorate,1
4304,15,M,10,0.77,93,3,4,HighSchool,0
4305,15,M,10,0.93,90,3,4,Doctorate,0
4306,13,M,8,0.78,67,6,4,Master,0
4307,12,F,7,0.84,78,4,4,Doctorate,0
4308,11,F,6,0.94,83,4,2,Master,0
4309,12,F,7,0.79,90,5,0,Bachelor,1
4310,12,F,7,0.72,80,6,0,Doctorate,0
4311,14,F,9,0.82,72,7,1,Bachelor,1
4312,11,F,6,0.89,56,3,4,Doctorate,1
4313,13,M,8,0.65,69,0,4,Bachelor,1
4314,13,F,8,1.0,70,7,1,HighSchool,1
4315,13,F,8,0.78,78,1,1,Doctorate,0
4316,11,M,6,0.64,90,6,4,Doctorate,0
4317,11,F,6,0.88,41,3,2,Bachelor,1
4318,14,F,9,0.73,76,8,3,Doctorate,0
4319,11,F,6,0.71,94,4,3,MiddleSchool,0
4320,15,F,10,0.61,72,0,3,Bachelor,0
4321,13,F,8,0.89,56,7,1,Bachelor,0
4322,12,M,7,0.97,60,8,1,Bachelor,0
4323,13,F,8,0.8,43,0,0,Master,1
4324,14,F,9,0.64,90,5,3,Bachelor,0
